from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer
9070151,70151,2,229,139,,90,2
9070151,71150,2,233,143,,90,2
9070151,71151,2,229,139,,90,2
9070151,899,2,193,103,133,90,1
9070151,9070150,2,219,129,167,90,1
9070178,70178,2,264,174,225,90,1
9070178,70179,2,272,182,235,90,1
9070178,9070179,2,406,316,409,90,1
9070179,70178,2,264,174,225,90,1
9070179,70179,2,272,182,235,90,1
9070179,9070178,2,406,316,409,90,1
9328,70036,2,142,82,149,60,1
9328,Oak Grove-01,2,162,72,139,90,1
9328,Oak Grove-02,2,162,72,139,90,1
Alewife-01,141,2,230,140,259,90,1
Alewife-01,70061,2,326,236,477,90,1
Alewife-01,Alewife-02,2,326,236,477,90,1
Alewife-02,141,2,230,140,259,90,1
Alewife-02,70061,2,326,236,477,90,1
Alewife-02,Alewife-01,2,326,236,477,90,1
Back Bay,23391,2,183,63,82,120,1
Back Bay,70014,2,185,65,117,120,1
Back Bay,70015,2,185,65,117,120,1
Back Bay,Back Bay-01,2,179,59,128,120,1
Back Bay,Back Bay-02,2,180,60,154,120,1
Back Bay,Back Bay-03,2,179,59,128,120,1
Back Bay,Back Bay-05,2,272,152,244,120,1
Back Bay,Back Bay-07,2,272,152,244,120,1
Back Bay-01,23391,2,188,68,140,120,1
Back Bay-01,70014,2,233,113,232,120,1
Back Bay-01,70015,2,233,113,232,120,1
Back Bay-01,Back Bay,2,203,83,160,120,1
Back Bay-01,Back Bay-02,2,228,108,268,120,1
Back Bay-01,Back Bay-03,2,151,31,41,120,1
Back Bay-01,Back Bay-05,2,320,200,359,120,1
Back Bay-01,Back Bay-07,2,320,200,359,120,1
Back Bay-02,23391,2,262,142,260,120,1
Back Bay-02,70014,2,269,149,302,120,1
Back Bay-02,70015,2,269,149,302,120,1
Back Bay-02,Back Bay,2,240,120,231,120,1
Back Bay-02,Back Bay-01,2,264,144,314,120,1
Back Bay-02,Back Bay-03,2,264,144,314,120,1
Back Bay-02,Back Bay-05,2,357,237,430,120,1
Back Bay-02,Back Bay-07,2,357,237,430,120,1
Back Bay-03,23391,2,188,68,140,120,1
Back Bay-03,70014,2,233,113,232,120,1
Back Bay-03,70015,2,233,113,232,120,1
Back Bay-03,Back Bay,2,203,83,160,120,1
Back Bay-03,Back Bay-01,2,151,31,41,120,1
Back Bay-03,Back Bay-02,2,228,108,268,120,1
Back Bay-03,Back Bay-05,2,320,200,359,120,1
Back Bay-03,Back Bay-07,2,320,200,359,120,1
Back Bay-05,23391,2,301,181,282,120,1
Back Bay-05,70014,2,301,181,315,120,1
Back Bay-05,70015,2,301,181,315,120,1
Back Bay-05,Back Bay,2,272,152,244,120,1
Back Bay-05,Back Bay-01,2,296,176,328,120,1
Back Bay-05,Back Bay-02,2,297,177,353,120,1
Back Bay-05,Back Bay-03,2,296,176,328,120,1
Back Bay-05,Back Bay-07,2,165,45,58,120,1
Back Bay-07,23391,2,301,181,282,120,1
Back Bay-07,70014,2,301,181,315,120,1
Back Bay-07,70015,2,301,181,315,120,1
Back Bay-07,Back Bay,2,272,152,244,120,1
Back Bay-07,Back Bay-01,2,296,176,328,120,1
Back Bay-07,Back Bay-02,2,297,177,353,120,1
Back Bay-07,Back Bay-03,2,296,176,328,120,1
Back Bay-07,Back Bay-05,2,165,45,58,120,1
Braintree,38671,2,361,241,312,120,1
Braintree,70105,2,366,246,353,120,1
Braintree,Braintree-01,2,356,236,343,120,1
Braintree,Braintree-02,2,356,236,343,120,1
Braintree-01,38671,2,131,41,90,90,1
Braintree-01,70105,2,103,13,16,90,1
Braintree-01,Braintree,2,540,240,348,300,1
Braintree-01,Braintree-02,2,103,13,16,90,1
Braintree-02,38671,2,131,41,90,90,1
Braintree-02,70105,2,103,13,16,90,1
Braintree-02,Braintree,2,540,240,348,300,1
Braintree-02,Braintree-01,2,103,13,16,90,1
Forest Hills,10642,2,318,198,316,120,1
Forest Hills,70001,2,245,125,219,120,1
Forest Hills,875,2,276,156,316,120,1
Forest Hills,Forest Hills-01,2,235,115,209,120,1
Forest Hills,Forest Hills-02,2,235,115,209,120,1
Forest Hills-01,10642,2,201,111,144,90,1
Forest Hills-01,70001,2,101,11,14,90,1
Forest Hills-01,875,2,170,80,157,90,1
Forest Hills-01,Forest Hills,2,419,119,214,300,1
Forest Hills-01,Forest Hills-02,2,101,11,14,90,1
Forest Hills-02,10642,2,201,111,144,90,1
Forest Hills-02,70001,2,101,11,14,90,1
Forest Hills-02,875,2,170,80,157,90,1
Forest Hills-02,Forest Hills,2,419,119,214,300,1
Forest Hills-02,Forest Hills-01,2,101,11,14,90,1
Government Center-Brattle,70039,2,126,36,91,90,1
Government Center-Brattle,70040,2,126,36,91,90,1
Government Center-Brattle,70201,2,117,27,35,90,1
Government Center-Brattle,70202,2,111,21,27,90,1
JFK/UMASS,121,2,206,86,112,120,1
JFK/UMASS,70085,2,346,226,340,120,1
JFK/UMASS,70086,2,346,226,340,120,1
JFK/UMASS,70095,2,343,223,335,120,1
JFK/UMASS,70096,2,343,223,335,120,1
Malden Center,5072,2,189,69,146,120,1
Malden Center,5327,2,201,81,161,120,1
Malden Center,53270,2,192,72,149,120,1
Malden Center,70034,2,182,62,181,120,1
Malden Center,70035,2,182,62,181,120,1
North Station,70026,2,422,302,431,120,1
North Station,70027,2,445,325,474,120,1
North Station,70205,2,422,302,458,120,1
North Station,70206,2,455,335,474,120,1
Oak Grove-01,70036,2,95,5,6,90,1
Oak Grove-01,9328,2,197,107,185,90,1
Oak Grove-01,Oak Grove-02,2,95,5,6,90,1
Oak Grove-02,70036,2,95,5,6,90,1
Oak Grove-02,9328,2,197,107,185,90,1
Oak Grove-02,Oak Grove-01,2,95,5,6,90,1
Porter Square,12301,2,228,108,237,120,1
Porter Square,2460,2,203,83,223,120,1
Porter Square,70065,2,286,166,215,120,1
Porter Square,70066,2,292,172,260,120,1
Quincy Center,32001,2,180,60,142,120,1
Quincy Center,32002,2,190,70,155,120,1
Quincy Center,32003,2,200,80,167,120,1
Quincy Center,32004,2,209,89,179,120,1
Quincy Center,32005,2,219,99,192,120,1
Quincy Center,70101,2,189,69,215,120,1
Quincy Center,70102,2,189,69,215,120,1
Ruggles,17861,2,173,53,118,120,1
Ruggles,17862,2,152,32,152,120,1
Ruggles,17863,2,164,44,167,120,1
Ruggles,70010,2,180,60,200,120,1
Ruggles,70011,2,180,60,200,120,1
Ruggles,Ruggles-01,2,133,13,17,120,1
Ruggles,Ruggles-02,2,241,121,266,120,1
Ruggles,Ruggles-03,2,133,13,17,120,1
Ruggles-01,17861,2,173,53,118,120,1
Ruggles-01,17862,2,152,32,152,120,1
Ruggles-01,17863,2,164,44,167,120,1
Ruggles-01,70010,2,180,60,200,120,1
Ruggles-01,70011,2,180,60,200,120,1
Ruggles-01,Ruggles,2,133,13,17,120,1
Ruggles-01,Ruggles-02,2,241,121,266,120,1
Ruggles-01,Ruggles-03,2,133,13,17,120,1
Ruggles-02,17861,2,248,128,226,120,1
Ruggles-02,17862,2,218,98,126,120,1
Ruggles-02,17863,2,229,109,142,120,1
Ruggles-02,70010,2,264,144,319,120,1
Ruggles-02,70011,2,264,144,319,120,1
Ruggles-02,Ruggles,2,241,121,266,120,1
Ruggles-02,Ruggles-01,2,241,121,266,120,1
Ruggles-02,Ruggles-03,2,241,121,266,120,1
Ruggles-03,17861,2,173,53,118,120,1
Ruggles-03,17862,2,152,32,152,120,1
Ruggles-03,17863,2,164,44,167,120,1
Ruggles-03,70010,2,180,60,200,120,1
Ruggles-03,70011,2,180,60,200,120,1
Ruggles-03,Ruggles,2,133,13,17,120,1
Ruggles-03,Ruggles-01,2,133,13,17,120,1
Ruggles-03,Ruggles-02,2,241,121,266,120,1
South Station,70079,2,289,169,276,120,1
South Station,70080,2,314,194,368,120,1
South Station,74611,2,277,157,263,120,1
South Station,74617,2,280,160,267,120,1
South Station,South Station-01,2,275,155,200,120,1
South Station,South Station-02,2,275,155,200,120,1
South Station,South Station-03,2,275,155,200,120,1
South Station,South Station-04,2,280,160,207,120,1
South Station,South Station-05,2,280,160,207,120,1
South Station,South Station-06,2,288,168,218,120,1
South Station,South Station-07,2,288,168,218,120,1
South Station,South Station-08,2,285,165,214,120,1
South Station,South Station-09,2,285,165,214,120,1
South Station,South Station-10,2,271,151,196,120,1
South Station,South Station-11,2,305,185,239,120,1
South Station,South Station-12,2,299,179,231,120,1
South Station,South Station-13,2,289,169,218,120,1
South Station,South Station-S,2,263,143,185,120,1
South Station-01,70079,2,304,184,295,120,1
South Station-01,70080,2,329,209,387,120,1
South Station-01,74611,2,292,172,282,120,1
South Station-01,74617,2,295,175,286,120,1
South Station-01,South Station,2,275,155,200,120,1
South Station-01,South Station-02,2,223,103,133,120,1
South Station-01,South Station-03,2,223,103,133,120,1
South Station-01,South Station-04,2,236,116,150,120,1
South Station-01,South Station-05,2,236,116,150,120,1
South Station-01,South Station-06,2,248,128,165,120,1
South Station-01,South Station-07,2,248,128,165,120,1
South Station-01,South Station-08,2,260,140,182,120,1
South Station-01,South Station-09,2,260,140,182,120,1
South Station-01,South Station-10,2,274,154,199,120,1
South Station-01,South Station-11,2,304,184,238,120,1
South Station-01,South Station-12,2,310,190,245,120,1
South Station-01,South Station-13,2,320,200,258,120,1
South Station-01,South Station-S,2,249,129,167,120,1
South Station-02,70079,2,289,169,276,120,1
South Station-02,70080,2,314,194,368,120,1
South Station-02,74611,2,277,157,263,120,1
South Station-02,74617,2,280,160,267,120,1
South Station-02,South Station,2,275,155,200,120,1
South Station-02,South Station-01,2,223,103,133,120,1
South Station-02,South Station-03,2,127,7,8,120,1
South Station-02,South Station-04,2,227,107,138,120,1
South Station-02,South Station-05,2,227,107,138,120,1
South Station-02,South Station-06,2,239,119,154,120,1
South Station-02,South Station-07,2,239,119,154,120,1
South Station-02,South Station-08,2,253,133,172,120,1
South Station-02,South Station-09,2,253,133,172,120,1
South Station-02,South Station-10,2,262,142,183,120,1
South Station-02,South Station-11,2,294,174,225,120,1
South Station-02,South Station-12,2,300,180,233,120,1
South Station-02,South Station-13,2,308,188,243,120,1
South Station-02,South Station-S,2,249,129,167,120,1
South Station-03,70079,2,289,169,276,120,1
South Station-03,70080,2,314,194,368,120,1
South Station-03,74611,2,277,157,263,120,1
South Station-03,74617,2,280,160,267,120,1
South Station-03,South Station,2,275,155,200,120,1
South Station-03,South Station-01,2,223,103,133,120,1
South Station-03,South Station-02,2,127,7,8,120,1
South Station-03,South Station-04,2,227,107,138,120,1
South Station-03,South Station-05,2,227,107,138,120,1
South Station-03,South Station-06,2,239,119,154,120,1
South Station-03,South Station-07,2,239,119,154,120,1
South Station-03,South Station-08,2,253,133,172,120,1
South Station-03,South Station-09,2,253,133,172,120,1
South Station-03,South Station-10,2,262,142,183,120,1
South Station-03,South Station-11,2,294,174,225,120,1
South Station-03,South Station-12,2,300,180,233,120,1
South Station-03,South Station-13,2,308,188,243,120,1
South Station-03,South Station-S,2,249,129,167,120,1
South Station-04,70079,2,279,159,262,120,1
South Station-04,70080,2,304,184,355,120,1
South Station-04,74611,2,267,147,250,120,1
South Station-04,74617,2,270,150,254,120,1
South Station-04,South Station,2,280,160,207,120,1
South Station-04,South Station-01,2,236,116,150,120,1
South Station-04,South Station-02,2,227,107,138,120,1
South Station-04,South Station-03,2,227,107,138,120,1
South Station-04,South Station-05,2,127,7,8,120,1
South Station-04,South Station-06,2,225,105,136,120,1
South Station-04,South Station-07,2,225,105,136,120,1
South Station-04,South Station-08,2,241,121,157,120,1
South Station-04,South Station-09,2,241,121,157,120,1
South Station-04,South Station-10,2,250,130,169,120,1
South Station-04,South Station-11,2,281,161,208,120,1
South Station-04,South Station-12,2,286,166,215,120,1
South Station-04,South Station-13,2,295,175,227,120,1
South Station-04,South Station-S,2,253,133,172,120,1
South Station-05,70079,2,279,159,262,120,1
South Station-05,70080,2,304,184,355,120,1
South Station-05,74611,2,267,147,250,120,1
South Station-05,74617,2,270,150,254,120,1
South Station-05,South Station,2,280,160,207,120,1
South Station-05,South Station-01,2,236,116,150,120,1
South Station-05,South Station-02,2,227,107,138,120,1
South Station-05,South Station-03,2,227,107,138,120,1
South Station-05,South Station-04,2,127,7,8,120,1
South Station-05,South Station-06,2,225,105,136,120,1
South Station-05,South Station-07,2,225,105,136,120,1
South Station-05,South Station-08,2,241,121,157,120,1
South Station-05,South Station-09,2,241,121,157,120,1
South Station-05,South Station-10,2,250,130,169,120,1
South Station-05,South Station-11,2,281,161,208,120,1
South Station-05,South Station-12,2,286,166,215,120,1
South Station-05,South Station-13,2,295,175,227,120,1
South Station-05,South Station-S,2,253,133,172,120,1
South Station-06,70079,2,275,155,257,120,1
South Station-06,70080,2,300,180,350,120,1
South Station-06,74611,2,263,143,245,120,1
South Station-06,74617,2,266,146,249,120,1
South Station-06,South Station,2,288,168,218,120,1
South Station-06,South Station-01,2,248,128,165,120,1
South Station-06,South Station-02,2,239,119,154,120,1
South Station-06,South Station-03,2,239,119,154,120,1
South Station-06,South Station-04,2,225,105,136,120,1
South Station-06,South Station-05,2,225,105,136,120,1
South Station-06,South Station-07,2,127,7,8,120,1
South Station-06,South Station-08,2,229,109,141,120,1
South Station-06,South Station-09,2,229,109,141,120,1
South Station-06,South Station-10,2,237,117,152,120,1
South Station-06,South Station-11,2,269,149,193,120,1
South Station-06,South Station-12,2,275,155,200,120,1
South Station-06,South Station-13,2,283,163,210,120,1
South Station-06,South Station-S,2,249,129,167,120,1
South Station-07,70079,2,275,155,257,120,1
South Station-07,70080,2,300,180,350,120,1
South Station-07,74611,2,263,143,245,120,1
South Station-07,74617,2,266,146,249,120,1
South Station-07,South Station,2,288,168,218,120,1
South Station-07,South Station-01,2,248,128,165,120,1
South Station-07,South Station-02,2,239,119,154,120,1
South Station-07,South Station-03,2,239,119,154,120,1
South Station-07,South Station-04,2,225,105,136,120,1
South Station-07,South Station-05,2,225,105,136,120,1
South Station-07,South Station-06,2,127,7,8,120,1
South Station-07,South Station-08,2,229,109,141,120,1
South Station-07,South Station-09,2,229,109,141,120,1
South Station-07,South Station-10,2,237,117,152,120,1
South Station-07,South Station-11,2,269,149,193,120,1
South Station-07,South Station-12,2,275,155,200,120,1
South Station-07,South Station-13,2,283,163,210,120,1
South Station-07,South Station-S,2,249,129,167,120,1
South Station-08,70079,2,272,152,253,120,1
South Station-08,70080,2,297,177,346,120,1
South Station-08,74611,2,260,140,241,120,1
South Station-08,74617,2,263,143,245,120,1
South Station-08,South Station,2,285,165,214,120,1
South Station-08,South Station-01,2,260,140,182,120,1
South Station-08,South Station-02,2,253,133,172,120,1
South Station-08,South Station-03,2,253,133,172,120,1
South Station-08,South Station-04,2,241,121,157,120,1
South Station-08,South Station-05,2,241,121,157,120,1
South Station-08,South Station-06,2,229,109,141,120,1
South Station-08,South Station-07,2,229,109,141,120,1
South Station-08,South Station-09,2,127,7,8,120,1
South Station-08,South Station-10,2,224,104,135,120,1
South Station-08,South Station-11,2,256,136,176,120,1
South Station-08,South Station-12,2,262,142,183,120,1
South Station-08,South Station-13,2,270,150,194,120,1
South Station-08,South Station-S,2,246,126,163,120,1
South Station-09,70079,2,272,152,253,120,1
South Station-09,70080,2,297,177,346,120,1
South Station-09,74611,2,260,140,241,120,1
South Station-09,74617,2,263,143,245,120,1
South Station-09,South Station,2,285,165,214,120,1
South Station-09,South Station-01,2,260,140,182,120,1
South Station-09,South Station-02,2,253,133,172,120,1
South Station-09,South Station-03,2,253,133,172,120,1
South Station-09,South Station-04,2,241,121,157,120,1
South Station-09,South Station-05,2,241,121,157,120,1
South Station-09,South Station-06,2,229,109,141,120,1
South Station-09,South Station-07,2,229,109,141,120,1
South Station-09,South Station-08,2,127,7,8,120,1
South Station-09,South Station-10,2,224,104,135,120,1
South Station-09,South Station-11,2,256,136,176,120,1
South Station-09,South Station-12,2,262,142,183,120,1
South Station-09,South Station-13,2,270,150,194,120,1
South Station-09,South Station-S,2,246,126,163,120,1
South Station-10,70079,2,273,153,255,120,1
South Station-10,70080,2,298,178,347,120,1
South Station-10,74611,2,261,141,242,120,1
South Station-10,74617,2,264,144,246,120,1
South Station-10,South Station,2,270,150,195,120,1
South Station-10,South Station-01,2,274,154,199,120,1
South Station-10,South Station-02,2,262,142,183,120,1
South Station-10,South Station-03,2,262,142,183,120,1
South Station-10,South Station-04,2,250,130,169,120,1
South Station-10,South Station-05,2,250,130,169,120,1
South Station-10,South Station-06,2,237,117,152,120,1
South Station-10,South Station-07,2,237,117,152,120,1
South Station-10,South Station-08,2,224,104,135,120,1
South Station-10,South Station-09,2,224,104,135,120,1
South Station-10,South Station-11,2,158,38,50,120,1
South Station-10,South Station-12,2,174,54,70,120,1
South Station-10,South Station-13,2,178,58,75,120,1
South Station-10,South Station-S,2,247,127,165,120,1
South Station-11,70079,2,308,188,300,120,1
South Station-11,70080,2,333,213,392,120,1
South Station-11,74611,2,296,176,287,120,1
South Station-11,74617,2,299,179,291,120,1
South Station-11,South Station,2,304,184,238,120,1
South Station-11,South Station-01,2,304,184,238,120,1
South Station-11,South Station-02,2,294,174,225,120,1
South Station-11,South Station-03,2,294,174,225,120,1
South Station-11,South Station-04,2,281,161,208,120,1
South Station-11,South Station-05,2,281,161,208,120,1
South Station-11,South Station-06,2,269,149,193,120,1
South Station-11,South Station-07,2,269,149,193,120,1
South Station-11,South Station-08,2,256,136,176,120,1
South Station-11,South Station-09,2,256,136,176,120,1
South Station-11,South Station-10,2,158,38,50,120,1
South Station-11,South Station-12,2,208,88,114,120,1
South Station-11,South Station-13,2,213,93,121,120,1
South Station-11,South Station-S,2,282,162,210,120,1
South Station-12,70079,2,312,192,306,120,1
South Station-12,70080,2,337,217,398,120,1
South Station-12,74611,2,300,180,293,120,1
South Station-12,74617,2,303,183,297,120,1
South Station-12,South Station,2,298,178,230,120,1
South Station-12,South Station-01,2,310,190,245,120,1
South Station-12,South Station-02,2,300,180,233,120,1
South Station-12,South Station-03,2,300,180,233,120,1
South Station-12,South Station-04,2,286,166,215,120,1
South Station-12,South Station-05,2,286,166,215,120,1
South Station-12,South Station-06,2,275,155,200,120,1
South Station-12,South Station-07,2,275,155,200,120,1
South Station-12,South Station-08,2,262,142,183,120,1
South Station-12,South Station-09,2,262,142,183,120,1
South Station-12,South Station-10,2,174,54,70,120,1
South Station-12,South Station-11,2,208,88,114,120,1
South Station-12,South Station-13,2,208,88,114,120,1
South Station-12,South Station-S,2,286,166,215,120,1
South Station-13,70079,2,331,211,330,120,1
South Station-13,70080,2,355,235,422,120,1
South Station-13,74611,2,318,198,317,120,1
South Station-13,74617,2,322,202,321,120,1
South Station-13,South Station,2,288,168,217,120,1
South Station-13,South Station-01,2,320,200,258,120,1
South Station-13,South Station-02,2,308,188,243,120,1
South Station-13,South Station-03,2,308,188,243,120,1
South Station-13,South Station-04,2,295,175,227,120,1
South Station-13,South Station-05,2,295,175,227,120,1
South Station-13,South Station-06,2,283,163,210,120,1
South Station-13,South Station-07,2,283,163,210,120,1
South Station-13,South Station-08,2,270,150,194,120,1
South Station-13,South Station-09,2,270,150,194,120,1
South Station-13,South Station-10,2,178,58,75,120,1
South Station-13,South Station-11,2,213,93,121,120,1
South Station-13,South Station-12,2,208,88,114,120,1
South Station-13,South Station-S,2,305,185,239,120,1
South Station-S,70079,2,191,71,195,120,1
South Station-S,70080,2,216,96,287,120,1
South Station-S,74611,2,179,59,182,120,1
South Station-S,74617,2,182,62,186,120,1
South Station-S,South Station,2,263,143,185,120,1
South Station-S,South Station-01,2,249,129,167,120,1
South Station-S,South Station-02,2,249,129,167,120,1
South Station-S,South Station-03,2,249,129,167,120,1
South Station-S,South Station-04,2,253,133,172,120,1
South Station-S,South Station-05,2,253,133,172,120,1
South Station-S,South Station-06,2,249,129,167,120,1
South Station-S,South Station-07,2,249,129,167,120,1
South Station-S,South Station-08,2,246,126,163,120,1
South Station-S,South Station-09,2,246,126,163,120,1
South Station-S,South Station-10,2,247,127,165,120,1
South Station-S,South Station-11,2,282,162,210,120,1
South Station-S,South Station-12,2,286,166,215,120,1
South Station-S,South Station-13,2,305,185,239,120,1
70018,70019,3,,,,,
70019,70018,3,,,,,
70059,70060,3,,,,,
70060,15795,3,,,,,
70060,70059,3,,,,,
70069,70070,3,,,,,
70070,70069,3,,,,,
70071,70072,3,,,,,
70072,70071,3,,,,,
70093,70094,3,,,,,
70093,70261,3,,,,,
70154,70155,3,,,,,
70155,70154,3,,,,,
70158,70159,3,,,,,
70159,70158,3,,,,,
70241,70242,3,,,,,
70242,70241,3,,,,,
