from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer
place-forhl-0,Forest Hills-01,0,235,115,209,120,1
Forest Hills-01,place-forhl-0,0,235,115,209,120,1
place-forhl-1,Forest Hills-01,0,235,115,209,120,1
Forest Hills-01,place-forhl-1,0,235,115,209,120,1
place-forhl-0,875,0,276,156,316,120,1
875,place-forhl-0,0,276,156,316,120,1
place-forhl-1,875,0,276,156,316,120,1
875,place-forhl-1,0,276,156,316,120,1
place-forhl-0,70001,0,245,125,219,120,1
70001,place-forhl-0,0,245,125,219,120,1
place-forhl-1,70001,0,245,125,219,120,1
70001,place-forhl-1,0,245,125,219,120,1
place-GB-0198-0,place-GB-0198-1,0,180,120,180,60,1
place-GB-0198-1,place-GB-0198-0,0,180,120,180,60,1
place-ER-0362-0,place-ER-0362-1,0,180,120,180,60,1
place-ER-0362-1,place-ER-0362-0,0,180,120,180,60,1
place-DB-2240-0,place-DB-2240-1,0,180,120,180,60,1
place-DB-2240-1,place-DB-2240-0,0,180,120,180,60,1
place-WML-0177-0,place-WML-0177-1,0,180,120,180,60,1
place-WML-0177-1,place-WML-0177-0,0,180,120,180,60,1
place-WML-0199-0,place-WML-0199-1,0,180,120,180,60,1
place-WML-0199-1,place-WML-0199-0,0,180,120,180,60,1
place-WML-0340-0,place-WML-0340-1,0,180,120,180,60,1
place-WML-0340-1,place-WML-0340-0,0,180,120,180,60,1
70069,70070,0,0,0,0,0,
70070,70069,0,0,0,0,0,
70087,70088,0,66,6,8,60,1
70088,70087,0,66,6,8,60,1
70036,9328,0,227,107,185,120,1
70036,Oak Grove-01,0,95,5,6,90,1
70036,Oak Grove-02,0,95,5,6,90,1
70022,70023,0,234,174,237,60,1
70022,70041,0,261,201,343,60,1
70022,70042,0,234,174,225,60,1
70023,70022,0,213,153,200,60,1
70023,70041,0,115,55,71,60,1
70023,70042,0,124,64,125,60,1
70041,70022,0,241,181,274,60,1
70041,70023,0,132,72,93,60,1
70041,70042,0,131,71,201,60,1
70042,70022,0,227,167,216,60,1
70042,70023,0,139,79,116,60,1
70042,70041,0,144,84,218,60,1
place-WR-0329-0,place-WR-0329-1,0,180,120,180,60,1
place-WR-0329-1,place-WR-0329-0,0,180,120,180,60,1
70160,38155,0,196,76,98,120,1
70160,70161,0,186,66,86,120,1
70161,38155,0,196,76,99,120,1
70161,70160,0,186,66,86,120,1
place-NEC-2173-0,place-NEC-2173-1,0,180,120,180,60,1
place-NEC-2173-1,place-NEC-2173-0,0,180,120,180,60,1
place-FR-0064-0,place-FR-0064-1,0,180,120,180,60,1
place-FR-0064-1,place-FR-0064-0,0,180,120,180,60,1
place-GB-0353-0,place-GB-0353-1,0,180,120,180,60,1
place-GB-0353-1,place-GB-0353-0,0,180,120,180,60,1
place-FB-0275-0,place-FB-0275-1,0,180,120,180,60,1
place-FB-0275-1,place-FB-0275-0,0,180,120,180,60,1
place-rr-bridgewater-center-0,place-rr-bridgewater-center-1,0,180,120,180,60,1
place-rr-bridgewater-center-1,place-rr-bridgewater-center-0,0,180,120,180,60,1
place-WR-0228-0,place-WR-0228-1,0,180,120,180,60,1
place-WR-0228-1,place-WR-0228-0,0,180,120,180,60,1
place-FB-0166-0,place-FB-0166-1,0,180,120,180,60,1
place-FB-0166-1,place-FB-0166-0,0,180,120,180,60,1
place-NEC-1851-0,place-NEC-1851-1,0,180,120,180,60,1
place-NEC-1851-1,place-NEC-1851-0,0,180,120,180,60,1
place-WML-0091-0,place-WML-0091-1,0,180,120,180,60,1
place-WML-0091-1,place-WML-0091-0,0,180,120,180,60,1
70152,70153,0,177,57,0,120,2
70153,70152,0,177,57,0,120,2
70166,70167,0,172,52,67,120,1
70167,70166,0,172,52,67,120,1
place-DB-0095-0,place-DB-0095-1,0,180,120,180,60,1
place-DB-0095-1,place-DB-0095-0,0,180,120,180,60,1
place-DB-0095-0,Readville-S,0,0,0,0,0,1
Readville-S,place-DB-0095-0,0,0,0,0,0,1
place-DB-0095-1,Readville-S,0,0,0,0,0,1
Readville-S,place-DB-0095-1,0,0,0,0,0,1
place-MM-0219-0,place-MM-0219-1,0,180,120,180,60,1
place-MM-0219-1,place-MM-0219-0,0,180,120,180,60,1
70047,70048,0,114,54,189,60,1
70047,7096,0,200,80,224,120,1
70047,7097,0,189,69,210,120,1
70048,70047,0,108,48,182,60,1
70048,7096,0,166,46,60,120,1
70048,7097,0,155,35,45,120,1
70172,70173,0,166,46,59,120,1
70173,70172,0,166,46,59,120,1
70170,70171,0,346,226,292,120,1
70171,70170,0,309,189,244,120,1
place-ER-0227-0,place-ER-0227-1,0,180,120,180,60,1
place-ER-0227-1,place-ER-0227-0,0,180,120,180,60,1
70158,70159,0,0,0,0,0,
70159,70158,0,0,0,0,0,
place-rr-south-salem-0,place-rr-south-salem-1,0,180,120,180,60,1
place-rr-south-salem-1,place-rr-south-salem-0,0,180,120,180,60,1
place-WML-0102-0,place-WML-0102-1,0,180,120,180,60,1
place-WML-0102-1,place-WML-0102-0,0,180,120,180,60,1
70038,70838,0,82,22,28,60,1
70838,70038,0,82,22,28,60,1
70059,15795,0,192,72,93,120,1
70059,70060,0,0,0,0,0,
70060,15795,0,0,0,0,0,
70060,70059,0,0,0,0,0,
place-WML-0364-0,place-WML-0364-1,0,180,120,180,60,1
place-WML-0364-1,place-WML-0364-0,0,180,120,180,60,1
place-SB-0156-0,place-SB-0156-1,0,180,120,180,60,1
place-SB-0156-1,place-SB-0156-0,0,180,120,180,60,1
place-bbsta-0,place-bbsta-1,0,180,120,180,60,1
place-bbsta-1,place-bbsta-0,0,180,120,180,60,1
70014,70015,0,74,14,18,60,1
70015,70014,0,74,14,18,60,1
place-bbsta-0,70015,0,185,65,117,120,1
70015,place-bbsta-0,0,185,65,117,120,1
place-bbsta-1,70015,0,185,65,117,120,1
70015,place-bbsta-1,0,185,65,117,120,1
place-bbsta-0,70014,0,185,65,117,120,1
70014,place-bbsta-0,0,185,65,117,120,1
place-bbsta-1,70014,0,185,65,117,120,1
70014,place-bbsta-1,0,185,65,117,120,1
place-bbsta-0,23391,0,183,63,82,120,1
23391,place-bbsta-0,0,183,63,82,120,1
place-bbsta-1,23391,0,183,63,82,120,1
23391,place-bbsta-1,0,183,63,82,120,1
place-rr-newton-corner-0,place-rr-newton-corner-1,0,180,120,180,60,1
place-rr-newton-corner-1,place-rr-newton-corner-0,0,180,120,180,60,1
place-NEC-1768-0,place-NEC-1768-1,0,180,120,180,60,1
place-NEC-1768-1,place-NEC-1768-0,0,180,120,180,60,1
place-rr-weymouth-col-sq-0,place-rr-weymouth-col-sq-1,0,180,120,180,60,1
place-rr-weymouth-col-sq-1,place-rr-weymouth-col-sq-0,0,180,120,180,60,1
70043,70044,0,127,67,187,60,1
70044,70043,0,127,67,187,60,1
70073,70074,0,186,126,268,60,1
70074,70073,0,186,126,268,60,1
place-sstat-0,place-sstat-1,0,180,120,180,60,1
place-sstat-1,place-sstat-0,0,180,120,180,60,1
70079,70080,0,98,38,169,60,1
70080,70079,0,95,35,165,60,1
place-sstat-0,70079,0,289,169,276,120,1
70079,place-sstat-0,0,289,169,276,120,1
place-sstat-1,70079,0,289,169,276,120,1
70079,place-sstat-1,0,289,169,276,120,1
place-sstat-0,South Station-S,0,263,143,185,120,1
South Station-S,place-sstat-0,0,263,143,185,120,1
place-sstat-1,South Station-S,0,263,143,185,120,1
South Station-S,place-sstat-1,0,263,143,185,120,1
place-sstat-0,74611,0,277,157,263,120,1
74611,place-sstat-0,0,277,157,263,120,1
place-sstat-1,74611,0,277,157,263,120,1
74611,place-sstat-1,0,277,157,263,120,1
place-sstat-0,74617,0,280,160,267,120,1
74617,place-sstat-0,0,280,160,267,120,1
place-sstat-1,74617,0,280,160,267,120,1
74617,place-sstat-1,0,280,160,267,120,1
place-sstat-0,70080,0,314,194,368,120,1
70080,place-sstat-0,0,314,194,368,120,1
place-sstat-1,70080,0,314,194,368,120,1
70080,place-sstat-1,0,314,194,368,120,1
place-DB-2222-0,place-DB-2222-1,0,180,120,180,60,1
place-DB-2222-1,place-DB-2222-0,0,180,120,180,60,1
place-MM-0356-0,place-MM-0356-1,0,180,120,180,60,1
place-MM-0356-1,place-MM-0356-0,0,180,120,180,60,1
70049,5666,0,167,47,60,120,1
70049,70050,0,113,53,145,60,1
70050,5666,0,210,90,192,120,1
70050,70049,0,113,53,144,60,1
place-rugg-0,place-rugg-1,0,180,120,180,60,1
place-rugg-1,place-rugg-0,0,180,120,180,60,1
70010,70011,0,75,15,19,60,1
70011,70010,0,75,15,19,60,1
place-rugg-0,70010,0,180,60,200,120,1
70010,place-rugg-0,0,180,60,200,120,1
place-rugg-1,70010,0,180,60,200,120,1
70010,place-rugg-1,0,180,60,200,120,1
place-rugg-0,70011,0,180,60,200,120,1
70011,place-rugg-0,0,180,60,200,120,1
place-rugg-1,70011,0,180,60,200,120,1
70011,place-rugg-1,0,180,60,200,120,1
place-rugg-0,17861,0,173,53,118,120,1
17861,place-rugg-0,0,173,53,118,120,1
place-rugg-1,17861,0,173,53,118,120,1
17861,place-rugg-1,0,173,53,118,120,1
place-rugg-0,17862,0,152,32,152,120,1
17862,place-rugg-0,0,152,32,152,120,1
place-rugg-1,17862,0,152,32,152,120,1
17862,place-rugg-1,0,152,32,152,120,1
place-rugg-0,17863,0,164,44,167,120,1
17863,place-rugg-0,0,164,44,167,120,1
place-rugg-1,17863,0,164,44,167,120,1
17863,place-rugg-1,0,164,44,167,120,1
place-FR-0451-0,place-FR-0451-1,0,180,120,180,60,1
place-FR-0451-1,place-FR-0451-0,0,180,120,180,60,1
70241,70242,0,0,0,0,0,
70242,70241,0,0,0,0,0,
place-WML-0442-0,place-WML-0442-1,0,180,120,180,60,1
place-WML-0442-1,place-WML-0442-0,0,180,120,180,60,1
place-NB-0109-0,place-NB-0109-1,0,180,120,180,60,1
place-NB-0109-1,place-NB-0109-0,0,180,120,180,60,1
place-WML-0274-0,place-WML-0274-1,0,180,120,180,60,1
place-WML-0274-1,place-WML-0274-0,0,180,120,180,60,1
