stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
place-WR-0099,place-WR-0099,Wakefield,,,,42.502126,-71.075566,CR-zone-2,,,,1,,2,Wakefield,,,
Wakefield,Wakefield,Wakefield,,,,42.502126,-71.075566,CR-zone-2,,,,0,place-WR-0099,2,Wakefield,,,2
place-belsq,place-belsq,Bellingham Square,,,,42.395438,-71.033884,,,,,1,,1,Chelsea,,,
place-ER-0183,place-ER-0183,Beverly,,,,42.547276,-70.885432,CR-zone-4,,,,1,,1,Beverly,,,
place-ER-0183-0,place-ER-0183-0,platform 0,,,,42.547276,-70.885432,CR-zone-4,,,,0,place-ER-0183,1,Beverly,,,2
place-ER-0183-1,place-ER-0183-1,platform 1,,,,42.547276,-70.885432,CR-zone-4,,,,0,place-ER-0183,1,Beverly,,,2
place-gover,place-gover,Government Center,,,,42.359705,-71.059215,,,,,1,,1,Boston,,,
70039,70039,Government Center,,,,42.359705,-71.059215,,,,level_-2_blue_platform,0,place-gover,1,Boston,,,1
70040,70040,Government Center,,,,42.359705,-71.059215,,,,level_-2_blue_platform,0,place-gover,1,Boston,,,1
70201,70201,Government Center,,,,42.359705,-71.059215,,,,level_-1_green_platform,0,place-gover,1,Boston,,,0
70202,70202,Government Center,,,,42.359705,-71.059215,,,,level_-1_green_platform,0,place-gover,1,Boston,,,0
place-wascm,place-wascm,Washington Street,,,,42.343864,-71.142853,,,,,1,,1,Boston,,,
70120,70120,Washington Street,,,,42.344329,-71.142385,,,,level_median,0,place-wascm,1,Boston,,,0
70121,70121,Washington Street,,,,42.343974,-71.142731,,,,level_median,0,place-wascm,1,Boston,,,0
place-stpul,place-stpul,Saint Paul Street,,,,42.343327,-71.116997,,,,,1,,2,Brookline,,,
70217,70217,Saint Paul Street,,,,42.34334,-71.116927,,,,level_median,0,place-stpul,2,Brookline,,,0
70218,70218,Saint Paul Street,,,,42.343118,-71.117498,,,,level_median,0,place-stpul,2,Brookline,,,0
place-asmnl,place-asmnl,Ashmont,,,,42.284652,-71.064489,,,,,1,,1,Boston,,,
70093,70093,Ashmont,,,,42.284239,-71.063601,,,,level_-1_platform,0,place-asmnl,1,Boston,,,1
70094,70094,Ashmont,,,,42.284258,-71.063524,,,,level_-1_platform,0,place-asmnl,1,Boston,,,1
place-forhl,place-forhl,Forest Hills,,,,42.300523,-71.113686,CR-zone-1A,,,,1,,1,Boston,,,
70001,70001,Forest Hills,,,,42.300523,-71.113686,,,,level_-1_orange_platform,0,place-forhl,1,Boston,,,1
Forest Hills,Forest Hills,Forest Hills,,,,42.300522,-71.113686,CR-zone-1A,,,level_-1_cr_platform,0,place-forhl,1,Boston,,,2
place-plsgr,place-plsgr,Pleasant Street,,,,42.351521,-71.118889,,,,,1,,2,Boston,,,
70138,70138,Pleasant Street,,,,42.351445,-71.118753,,,,level_median,0,place-plsgr,2,Boston,,,0
70139,70139,Pleasant Street,,,,42.351566,-71.119281,,,,level_median,0,place-plsgr,2,Boston,,,0
place-wtcst,place-wtcst,World Trade Center,,,,42.34863,-71.04246,,,,,1,,1,Boston,,,
place-ER-0276,place-ER-0276,Ipswich,,,,42.676921,-70.840589,CR-zone-6,,,,1,,1,Ipswich,,,
place-ER-0276-0,place-ER-0276-0,platform 0,,,,42.676921,-70.840589,CR-zone-6,,,,0,place-ER-0276,1,Ipswich,,,2
place-ER-0276-1,place-ER-0276-1,platform 1,,,,42.676921,-70.840589,CR-zone-6,,,,0,place-ER-0276,1,Ipswich,,,2
place-WML-0035,place-WML-0035,Boston Landing,,,,42.357293,-71.139883,CR-zone-1A,,,,1,,1,Boston,,,
Boston Landing,Boston Landing,Boston Landing,,,,42.357293,-71.139883,CR-zone-1A,,,,0,place-WML-0035,1,Boston,,,2
place-WR-0325,place-WR-0325,Bradford,,,,42.766912,-71.088411,CR-zone-7,,,,1,,1,Bradford,,,
Bradford,Bradford,Bradford,,,,42.766912,-71.088411,CR-zone-7,,,,0,place-WR-0325,1,Bradford,,,2
place-FR-0394,place-FR-0394,Shirley,,,,42.545089,-71.648004,CR-zone-8,,,,1,,2,Shirley,,,
Shirley,Shirley,Shirley,,,,42.545089,-71.648004,CR-zone-8,,,,0,place-FR-0394,2,Shirley,,,2
place-brkhl,place-brkhl,Brookline Hills,,,,42.331333,-71.126999,,,,,1,,1,Brookline,,,
70178,70178,Brookline Hills,,,,42.331238,-71.127012,,,,level_ground,0,place-brkhl,1,Brookline,,,0
70179,70179,Brookline Hills,,,,42.331333,-71.126998,,,,level_ground,0,place-brkhl,1,Brookline,,,0
place-symcl,place-symcl,Symphony,,,,42.342687,-71.085056,,,,,1,,2,Boston,,,
70241,70241,Symphony,,,,42.342687,-71.085056,,,,level_-1_platform,0,place-symcl,2,Boston,,,0
70242,70242,Symphony,,,,42.342687,-71.085056,,,,level_-1_platform,0,place-symcl,2,Boston,,,0
place-WML-0177,place-WML-0177,Natick Center,,,,42.285719,-71.347133,CR-zone-4,,,,1,,2,Natick,,,
Natick Center,Natick Center,Natick Center,,,,42.285719,-71.347133,CR-zone-4,,,,0,place-WML-0177,2,Natick,,,2
place-lech,place-lech,Lechmere,,,,42.370772,-71.076536,,,,,1,,1,Cambridge,,,
70209,70209,Lechmere,,,,42.370952,-71.077007,,,,level_ground,0,place-lech,1,Cambridge,,,0
70210,70210,Lechmere,,,,42.370911,-71.077095,,,,level_ground,0,place-lech,1,Cambridge,,,0
place-NHRML-0055,place-NHRML-0055,West Medford,,,,42.421776,-71.133342,CR-zone-1A,,,,1,,2,Medford,,,
West Medford,West Medford,West Medford,,,,42.421776,-71.133342,CR-zone-1A,,,,0,place-NHRML-0055,2,Medford,,,2
place-ER-0099,place-ER-0099,River Works,,,,42.449927,-70.969848,CR-zone-2,,,,1,,2,Lynn,,,
River Works / GE Employees Only,River Works / GE Employees Only,River Works,,,,42.449927,-70.969848,CR-zone-2,,,,0,place-ER-0099,2,Lynn,,,2
place-DB-2265,place-DB-2265,Newmarket,,,,42.327415,-71.065674,CR-zone-1A,,,,1,,1,Boston,,,
Newmarket,Newmarket,Newmarket,,,,42.327415,-71.065674,CR-zone-1A,,,,0,place-DB-2265,1,Boston,,,2
place-GRB-0233,place-GRB-0233,North Scituate,,,,42.219528,-70.788602,CR-zone-5,,,,1,,1,Scituate,,,
North Scituate,North Scituate,North Scituate,,,,42.219528,-70.788602,CR-zone-5,,,,0,place-GRB-0233,1,Scituate,,,2
place-bckhl,place-bckhl,Back of the Hill,,,,42.330139,-71.111313,,,,,1,,2,Boston,,,
70257,70257,Back of the Hill,,,,42.329369,-71.111046,,,,level_in_street,0,place-bckhl,2,Boston,,,0
70258,70258,Back of the Hill,,,,42.329399,-71.110931,,,,level_in_street,0,place-bckhl,2,Boston,,,0
place-ccmnl,place-ccmnl,Community College,,,,42.373622,-71.069533,,,,,1,,1,Boston,,,
70028,70028,Community College,,,,42.373622,-71.069533,,,,level_-1_platform,0,place-ccmnl,1,Boston,,,1
70029,70029,Community College,,,,42.373622,-71.069533,,,,level_-1_platform,0,place-ccmnl,1,Boston,,,1
place-sougr,place-sougr,South Street,,,,42.3396,-71.157661,,,,,1,,2,Boston,,,
70110,70110,South Street,,,,42.339371,-71.157057,,,,level_median,0,place-sougr,2,Boston,,,0
70111,70111,South Street,,,,42.339581,-71.157499,,,,level_median,0,place-sougr,2,Boston,,,0
place-brdwy,place-brdwy,Broadway,,,,42.342622,-71.056967,,,,,1,,1,Boston,,,
70081,70081,Broadway,,,,42.342622,-71.056967,,,,level_-2_platform,0,place-brdwy,1,Boston,,,1
70082,70082,Broadway,,,,42.342622,-71.056967,,,,level_-2_platform,0,place-brdwy,1,Boston,,,1
place-WML-0442,place-WML-0442,Worcester,,,,42.261461,-71.794888,CR-zone-8,,,,1,,1,Worcester,,,
Worcester,Worcester,Worcester,,,,42.261461,-71.794888,CR-zone-8,,,,0,place-WML-0442,1,Worcester,,,2
place-GB-0296,place-GB-0296,West Gloucester,,,,42.611933,-70.705417,CR-zone-7,,,,1,,1,Gloucester,,,
place-GB-0296-0,place-GB-0296-0,platform 0,,,,42.611933,-70.705417,CR-zone-7,,,,0,place-GB-0296,1,Gloucester,,,2
place-GB-0296-1,place-GB-0296-1,platform 1,,,,42.611933,-70.705417,CR-zone-7,,,,0,place-GB-0296,1,Gloucester,,,2
place-WML-0091,place-WML-0091,West Newton,,,,42.347878,-71.230528,CR-zone-2,,,,1,,2,Newton,,,
West Newton,West Newton,West Newton,,,,42.347878,-71.230528,CR-zone-2,,,,0,place-WML-0091,2,Newton,,,2
place-PB-0281,place-PB-0281,Halifax,,,,42.014739,-70.824263,CR-zone-7,,,,1,,1,Halifax,,,
Halifax,Halifax,Halifax,,,,42.014739,-70.824263,CR-zone-7,,,,0,place-PB-0281,1,Halifax,,,2
place-SB-0156,place-SB-0156,Canton Center,,,,42.157095,-71.14628,CR-zone-3,,,,1,,1,Canton,,,
Canton Center,Canton Center,Canton Center,,,,42.157095,-71.14628,CR-zone-3,,,,0,place-SB-0156,1,Canton,,,2
place-mispk,place-mispk,Mission Park,,,,42.333195,-71.109756,,,,,1,,2,Boston,,,
70253,70253,Mission Park,,,,42.333279,-71.109276,,,,level_in_street,0,place-mispk,2,Boston,,,0
70254,70254,Mission Park,,,,42.333092,-71.10968,,,,level_in_street,0,place-mispk,2,Boston,,,0
place-GRB-0146,place-GRB-0146,East Weymouth,,,,42.2191,-70.9214,CR-zone-2,,,,1,,1,Weymouth,,,
East Weymouth,East Weymouth,East Weymouth,,,,42.2191,-70.9214,CR-zone-2,,,,0,place-GRB-0146,1,Weymouth,,,2
place-brico,place-brico,Packards Corner,,,,42.351967,-71.125031,,,,,1,,2,Boston,,,
70134,70134,Packards Corner,,,,42.351891,-71.125067,,,,level_median,0,place-brico,2,Boston,,,0
70135,70135,Packards Corner,,,,42.351651,-71.12551,,,,level_median,0,place-brico,2,Boston,,,0
place-fenwd,place-fenwd,Fenwood Road,,,,42.333706,-71.105728,,,,,1,,2,Boston,,,
70251,70251,Fenwood Road,,,,42.33374,-71.105721,,,,level_in_street,0,place-fenwd,2,Boston,,,0
70252,70252,Fenwood Road,,,,42.333706,-71.105583,,,,level_in_street,0,place-fenwd,2,Boston,,,0
place-estav,place-estav,Eastern Avenue,,,,42.388374,-71.023859,,,,,1,,1,Chelsea,,,
place-FR-0115,place-FR-0115,Brandeis/Roberts,,,,42.361898,-71.260065,CR-zone-2,,,,1,,1,Waltham,,,
Brandeis/ Roberts,Brandeis/ Roberts,Brandeis/Roberts,,,,42.361898,-71.260065,CR-zone-2,,,,0,place-FR-0115,1,Waltham,,,2
place-FR-0253,place-FR-0253,South Acton,,,,42.460375,-71.457744,CR-zone-6,,,,1,,1,Acton,,,
South Acton,South Acton,South Acton,,,,42.460375,-71.457744,CR-zone-6,,,,0,place-FR-0253,1,Acton,,,2
place-FR-0201,place-FR-0201,Concord,,,,42.456565,-71.357677,CR-zone-5,,,,1,,2,Concord,,,
Concord,Concord,Concord,,,,42.456565,-71.357677,CR-zone-5,,,,0,place-FR-0201,2,Concord,,,2
place-babck,place-babck,Babcock Street,,,,42.35182,-71.12165,,,,,1,,2,Boston,,,
70136,70136,Babcock Street,,,,42.351776,-71.12153,,,,level_median,0,place-babck,2,Boston,,,0
70137,70137,Babcock Street,,,,42.351903,-71.122042,,,,level_median,0,place-babck,2,Boston,,,0
place-GB-0353,place-GB-0353,Rockport,,,,42.655491,-70.627055,CR-zone-8,,,,1,,1,Rockport,,,
place-GB-0353-0,place-GB-0353-0,platform 0,,,,42.655491,-70.627055,CR-zone-8,,,,0,place-GB-0353,1,Rockport,,,2
place-GB-0353-1,place-GB-0353-1,platform 1,,,,42.655491,-70.627055,CR-zone-8,,,,0,place-GB-0353,1,Rockport,,,2
place-FB-0166,place-FB-0166,Windsor Gardens,,,,42.172127,-71.219366,CR-zone-4,,,,1,,2,Norwood,,,
Windsor Gardens,Windsor Gardens,Windsor Gardens,,,,42.172127,-71.219366,CR-zone-4,,,,0,place-FB-0166,2,Norwood,,,2
place-alsgr,place-alsgr,Allston Street,,,,42.348701,-71.137955,,,,,1,,2,Boston,,,
70126,70126,Allston Street,,,,42.348649,-71.137881,,,,level_median,0,place-alsgr,2,Boston,,,0
70127,70127,Allston Street,,,,42.348546,-71.137362,,,,level_median,0,place-alsgr,2,Boston,,,0
place-buest,place-buest,Boston University East,,,,42.349735,-71.103889,,,,,1,,1,Boston,,,
70146,70146,Boston University East,,,,42.349659,-71.103989,,,,level_median,0,place-buest,1,Boston,,,0
70147,70147,Boston University East,,,,42.349811,-71.104657,,,,level_median,0,place-buest,1,Boston,,,0
place-ogmnl,place-ogmnl,Oak Grove,,,,42.43668,-71.071097,,,,,1,,1,Malden,,,
70036,70036,Oak Grove,,,,42.43668,-71.071097,,,,level_0_platform,0,place-ogmnl,1,Malden,,,1
place-cedgr,place-cedgr,Cedar Grove,,,,42.279682,-71.060432,,,,,1,,1,Boston,,,
place-FB-0143,place-FB-0143,Norwood Depot,,,,42.196857,-71.196688,CR-zone-3,,,,1,,1,Norwood,,,
Norwood Depot,Norwood Depot,Norwood Depot,,,,42.196857,-71.196688,CR-zone-3,,,,0,place-FB-0143,1,Norwood,,,2
place-KB-0351,place-KB-0351,Kingston,,,,41.97762,-70.721709,CR-zone-8,,,,1,,1,Kingston,,,
Kingston,Kingston,Kingston,,,,41.97762,-70.721709,CR-zone-8,,,,0,place-KB-0351,1,Kingston,,,2
place-DB-2249,place-DB-2249,Four Corners/Geneva,,,,42.305037,-71.076833,CR-zone-1A,,,,1,,1,Boston,,,
Four Corners / Geneva,Four Corners / Geneva,Four Corners/Geneva,,,,42.305037,-71.076833,CR-zone-1A,,,,0,place-DB-2249,1,Boston,,,2
place-qnctr,place-qnctr,Quincy Center,,,,42.251809,-71.005409,CR-zone-1A-1,,,,1,,1,Quincy,,,
70101,70101,Quincy Center,,,,42.251809,-71.005409,,,,level_-1_red_platform,0,place-qnctr,1,Quincy,,,1
70102,70102,Quincy Center,,,,42.251809,-71.005409,,,,level_-1_red_platform,0,place-qnctr,1,Quincy,,,1
Quincy Center,Quincy Center,Quincy Center,,,,42.251809,-71.005409,CR-zone-1A-1,,,level_-1_cr_platform,0,place-qnctr,1,Quincy,,,2
place-chswk,place-chswk,Chiswick Road,,,,42.340805,-71.150711,,,,,1,,2,Boston,,,
70114,70114,Chiswick Road,,,,42.340808,-71.150633,,,,level_median,0,place-chswk,2,Boston,,,0
70115,70115,Chiswick Road,,,,42.34054,-71.15114,,,,level_median,0,place-chswk,2,Boston,,,0
place-NEC-1768,place-NEC-1768,TF Green Airport,,,,41.726599,-71.442453,CR-zone-9,,,,1,,1,Warwick,,,
TF Green Airport,TF Green Airport,TF Green Airport,,,,41.726599,-71.442453,CR-zone-9,,,,0,place-NEC-1768,1,Warwick,,,2
place-FB-0191,place-FB-0191,Walpole,,,,42.145477,-71.25779,CR-zone-4,,,,1,,2,Walpole,,,
Walpole,Walpole,Walpole,,,,42.145477,-71.25779,CR-zone-4,,,,0,place-FB-0191,2,Walpole,,,2
place-eliot,place-eliot,Eliot,,,,42.319023,-71.216713,,,,,1,,2,Newton,,,
70166,70166,Eliot,,,,42.318957,-71.216776,,,,level_ground,0,place-eliot,2,Newton,,,0
70167,70167,Eliot,,,,42.319024,-71.216711,,,,level_ground,0,place-eliot,2,Newton,,,0
place-kencl,place-kencl,Kenmore,,,,42.348949,-71.095169,,,,,1,,1,Boston,,,
70150,70150,Kenmore,,,,42.348949,-71.095169,,,,level_-2_platform,0,place-kencl,1,Boston,,,0
70151,70151,Kenmore,,,,42.348949,-71.095169,,,,level_-2_platform,0,place-kencl,1,Boston,,,0
71150,71150,Kenmore,,,,42.348949,-71.095169,,,,level_-2_platform,0,place-kencl,1,Boston,,,0
71151,71151,Kenmore,,,,42.348949,-71.095169,,,,level_-2_platform,0,place-kencl,1,Boston,,,0
place-rugg,place-rugg,Ruggles,,,,42.336377,-71.088961,CR-zone-1A,,,,1,,1,Boston,,,
70010,70010,Ruggles,,,,42.336377,-71.088961,,,,level_0_orange_platform,0,place-rugg,1,Boston,,,1
70011,70011,Ruggles,,,,42.336377,-71.088961,,,,level_0_orange_platform,0,place-rugg,1,Boston,,,1
Ruggles,Ruggles,Ruggles,,,,42.336608,-71.089208,CR-zone-1A,,,level_0_cr_platform,0,place-rugg,1,Boston,,,2
place-hwsst,place-hwsst,Hawes Street,,,,42.344906,-71.111145,,,,,1,,2,Brookline,,,
70213,70213,Hawes Street,,,,42.344758,-71.111761,,,,level_median,0,place-hwsst,2,Brookline,,,0
70214,70214,Hawes Street,,,,42.344867,-71.111157,,,,level_median,0,place-hwsst,2,Brookline,,,0
place-NHRML-0078,place-NHRML-0078,Winchester Center,,,,42.451088,-71.13783,CR-zone-1,,,,1,,2,Winchester,,,
Winchester Center,Winchester Center,Winchester Center,,,,42.451088,-71.13783,CR-zone-1,,,,0,place-NHRML-0078,2,Winchester,,,2
place-GB-0198,place-GB-0198,Montserrat,,,,42.562171,-70.869254,CR-zone-4,,,,1,,1,Beverly,,,
place-GB-0198-0,place-GB-0198-0,platform 0,,,,42.562171,-70.869254,CR-zone-4,,,,0,place-GB-0198,1,Beverly,,,2
place-GB-0198-1,place-GB-0198-1,platform 1,,,,42.562171,-70.869254,CR-zone-4,,,,0,place-GB-0198,1,Beverly,,,2
place-alfcl,place-alfcl,Alewife,,,,42.395428,-71.142483,,,,,1,,1,Cambridge,,,
70061,70061,Alewife,,,,42.395428,-71.142483,,,,level_-2_platform,0,place-alfcl,1,Cambridge,,,1
place-lake,place-lake,Boston College,,,,42.340081,-71.166769,,,,,1,,1,Boston,,,
70106,70106,Boston College,,,,42.340149,-71.167029,,,,level_ground,0,place-lake,1,Boston,,,0
70107,70107,Boston College,,,,42.34024,-71.166849,,,,level_ground,0,place-lake,1,Boston,,,0
place-aqucl,place-aqucl,Aquarium,,,,42.359784,-71.051652,,,,,1,,1,Boston,,,
70043,70043,Aquarium,,,,42.359784,-71.051652,,,,level_-2_platform,0,place-aqucl,1,Boston,,,1
70044,70044,Aquarium,,,,42.359784,-71.051652,,,,level_-2_platform,0,place-aqucl,1,Boston,,,1
place-stplb,place-stplb,Saint Paul Street,,,,42.3512,-71.116104,,,,,1,,2,Boston,,,
70140,70140,Saint Paul Street,,,,42.35111,-71.116014,,,,level_median,0,place-stplb,2,Boston,,,0
70141,70141,Saint Paul Street,,,,42.351241,-71.116531,,,,level_median,0,place-stplb,2,Boston,,,0
place-matt,place-matt,Mattapan,,,,42.267762,-71.092241,,,,,1,,1,Boston,,,
place-NHRML-0218,place-NHRML-0218,North Billerica,,,,42.593248,-71.280995,CR-zone-5,,,,1,,1,Billerica,,,
North Billerica,North Billerica,North Billerica,,,,42.593248,-71.280995,CR-zone-5,,,,0,place-NHRML-0218,1,Billerica,,,2
place-NB-0109,place-NB-0109,Hersey,,,,42.275648,-71.215528,CR-zone-2,,,,1,,1,Needham,,,
Hersey,Hersey,Hersey,,,,42.275648,-71.215528,CR-zone-2,,,,0,place-NB-0109,1,Needham,,,2
place-FR-0132,place-FR-0132,Kendal Green,,,,42.37897,-71.282411,CR-zone-3,,,,1,,2,Weston,,,
Kendal Green,Kendal Green,Kendal Green,,,,42.37897,-71.282411,CR-zone-3,,,,0,place-FR-0132,2,Weston,,,2
place-CM-0564,place-CM-0564,Bourne,,,,41.746497,-70.588772,CF-zone-buzzards,,,,1,,1,Bourne,,,
place-MM-0186,place-MM-0186,Montello,,,,42.106555,-71.022001,CR-zone-4,,,,1,,1,Brockton,,,
Montello,Montello,Montello,,,,42.106555,-71.022001,CR-zone-4,,,,0,place-MM-0186,1,Brockton,,,2
place-MM-0356,place-MM-0356,Middleborough/Lakeville,,,,41.87821,-70.918444,CR-zone-8,,,,1,,1,Lakeville,,,
Middleborough/ Lakeville,Middleborough/ Lakeville,Middleborough/Lakeville,,,,41.87821,-70.918444,CR-zone-8,,,,0,place-MM-0356,1,Lakeville,,,2
place-FB-0177,place-FB-0177,Plimptonville,,,,42.159123,-71.236125,CR-zone-4,,,,1,,2,Walpole,,,
Plimptonville,Plimptonville,Plimptonville,,,,42.159123,-71.236125,CR-zone-4,,,,0,place-FB-0177,2,Walpole,,,2
place-WML-0135,place-WML-0135,Wellesley Hills,,,,42.31037,-71.277044,CR-zone-3,,,,1,,2,Wellesley,,,
Wellesley Hills,Wellesley Hills,Wellesley Hills,,,,42.31037,-71.277044,CR-zone-3,,,,0,place-WML-0135,2,Wellesley,,,2
place-engav,place-engav,Englewood Avenue,,,,42.336971,-71.14566,,,,,1,,2,Brookline,,,
70235,70235,Englewood Avenue,,,,42.336964,-71.145867,,,,level_median,0,place-engav,2,Brookline,,,0
70236,70236,Englewood Avenue,,,,42.337011,-71.145368,,,,level_median,0,place-engav,2,Brookline,,,0
place-sumav,place-sumav,Summit Avenue,,,,42.34111,-71.12561,,,,,1,,2,Brookline,,,
